gene_id,wt_4_0h_rep1,wt_4_0h_rep2,wt_4_0h_rep3,wt_4_12h_rep1,wt_4_12h_rep2,wt_4_12h_rep3,zmice1_1_4_0h_rep1,zmice1_1_4_0h_rep2,zmice1_1_4_0h_rep3,zmice1_1_4_12h_rep1,zmice1_1_4_12h_rep2,zmice1_1_4_12h_rep3
Zm00001eb246820,12355,10252,8261,13981,19766,15019,14891,7363,9085,5233,7289,13610
Zm00001eb246850,250,110,155,118,264,176,367,301,324,238,399,514
Zm00001eb246860,2262,1282,2773,5064,9571,4119,10737,9584,7368,8913,8615,12323
Zm00001eb246870,1161,682,1136,1062,1610,1185,2694,1796,1650,1445,1651,1733
Zm00001eb246880,21,0,20,14,25,22,14,32,33,25,15,34
Zm00001eb246910,109,108,101,71,113,106,238,204,168,102,68,152
Zm00001eb246940,115,158,167,104,228,173,273,209,335,159,389,295
Zm00001eb246980,1,0,0,0,1,0,1,1,0,0,0,0
Zm00001eb246950,12,12,14,11,19,19,82,41,4,26,12,0
Zm00001eb246960,1,0,0,0,1,0,6,0,2,2,5,0
Zm00001eb246970,55,25,40,38,96,44,77,54,91,38,74,83
Zm00001eb246990,4840,3863,4666,4183,6618,6067,6640,6160,6271,5700,5566,5834
Zm00001eb247020,0,0,0,0,0,0,20,6,12,8,4,0
Zm00001eb247000,8393,2000,2418,1946,7510,2141,23762,17914,24149,8792,13264,11080
Zm00001eb247050,0,0,8,0,0,0,0,0,9,7,0,4
Zm00001eb247040,3445,2441,3619,2034,3174,3760,5224,4678,4709,4117,4096,4960
Zm00001eb247060,716,598,782,868,1446,1251,1113,974,863,986,1262,1404
Zm00001eb247070,689,393,599,647,1214,611,3511,3475,2295,888,1466,1482
Zm00001eb247090,53,27,48,25,78,32,149,72,71,30,33,41
Zm00001eb247110,110,221,159,170,223,252,134,82,91,93,167,192
Zm00001eb247120,346,435,518,266,570,390,430,216,322,115,178,532
Zm00001eb247130,5,35,11,15,35,15,66,8,9,40,51,11
Zm00001eb247160,45,8,27,9,25,35,106,172,68,24,26,19
Zm00001eb247170,53,43,43,45,77,98,174,181,101,69,74,54
Zm00001eb247150,3028,4601,3795,3267,4952,5061,3190,2080,1594,1546,1631,2379
Zm00001eb247190,70,55,107,40,113,120,136,134,232,95,205,209
Zm00001eb247180,1069,1421,1239,1856,2330,1949,1895,1226,1093,904,1420,1803
Zm00001eb247220,0,0,0,0,4,0,1,0,0,0,0,0
Zm00001eb247230,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb247210,495,406,522,593,810,800,691,598,582,711,752,705
Zm00001eb247240,0,0,0,12,8,4,4,4,0,14,10,10
Zm00001eb247250,5,0,0,0,0,0,0,0,0,0,10,0
Zm00001eb247280,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb247310,1104,890,984,1038,1094,1380,1799,1376,1496,1131,1291,1089
Zm00001eb247340,0,3,0,0,0,0,0,0,0,0,0,0
Zm00001eb247330,69,15,21,144,264,361,620,452,511,189,250,146
Zm00001eb247350,218,155,156,66,200,137,266,142,244,276,376,260
Zm00001eb247360,10,18,22,13,0,0,10,11,13,5,7,6
Zm00001eb247320,3635,2207,2567,1671,3036,2139,13625,15806,12127,10322,10151,4945
Zm00001eb247390,40,13,11,10,31,36,462,236,154,82,81,45
Zm00001eb247400,35,16,39,61,74,72,59,36,48,30,44,38
Zm00001eb247420,7,0,0,0,0,0,49,7,11,3,5,0
Zm00001eb247430,676,458,287,333,471,357,507,379,215,199,424,426
Zm00001eb247440,12,5,18,22,26,45,17,22,11,16,26,41
Zm00001eb247450,168,80,104,188,325,153,166,317,147,88,115,120
Zm00001eb247470,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb247490,48,21,44,22,44,35,121,60,56,64,75,93
Zm00001eb247460,2276,1880,2174,2136,3081,2983,4998,5348,3663,3580,3443,2953
Zm00001eb247500,3470,2341,2857,2975,5200,4220,4693,3970,4626,3452,5008,4892
Zm00001eb247530,0,0,0,0,0,0,0,0,0,4,0,0
Zm00001eb247540,64,70,29,10,74,19,45,33,63,7,34,47
Zm00001eb247570,39,17,24,26,43,27,21,0,25,5,11,23
Zm00001eb247510,2118,1537,1725,2212,3415,2761,3647,3600,3478,2776,3911,3386
Zm00001eb247580,22,57,5,4067,4054,2697,236,81,110,1041,797,3317
Zm00001eb247600,0,0,0,4,6,7,32,11,0,0,0,0
Zm00001eb247590,1896,435,684,992,1537,1661,3612,2886,4869,7550,9130,6320
Zm00001eb247610,6399,2962,2821,6177,10204,8461,11564,9396,12283,16250,17823,21374
Zm00001eb247620,7747,2094,3332,9028,11578,9494,22097,22605,20028,19198,21193,37216
Zm00001eb247680,0,0,4,0,6,0,0,0,0,2,0,5
Zm00001eb247690,247,234,295,453,547,539,456,124,184,208,61,415
Zm00001eb247700,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb247710,445,391,391,274,572,429,997,836,640,846,578,493
Zm00001eb247720,314,142,171,1001,1029,1314,691,377,465,453,642,1062
Zm00001eb247750,97,63,27,38,64,28,346,127,417,56,32,36
Zm00001eb247650,21,0,0,0,58,0,352,0,108,0,483,0
Zm00001eb247630,17950,9406,11491,15447,23975,14160,46399,33079,28795,18012,19916,25633
Zm00001eb247640,269,201,241,1292,2662,1273,352,462,1275,842,1467,1320
Zm00001eb247660,3919,2795,3459,8070,14302,8269,7920,5018,7116,7516,10245,11325
Zm00001eb247670,0,0,0,0,1,0,1,0,1,1,0,0
Zm00001eb247770,0,0,0,0,0,0,0,0,0,5,0,0
Zm00001eb247780,89,58,33,50,77,52,112,111,135,87,74,107
Zm00001eb247790,92,17,7,78,96,104,326,184,200,133,78,194
Zm00001eb247760,12646,2577,1800,4200,5132,2896,17790,16624,25716,4014,7108,6328
Zm00001eb247800,208,97,145,79,97,100,583,543,306,273,350,244
Zm00001eb247830,4,0,0,3,24,6,108,19,29,8,15,20
Zm00001eb247850,0,0,0,2,0,0,0,2,0,13,0,0
Zm00001eb247840,550,303,425,405,760,526,699,755,701,742,618,700
Zm00001eb247860,2114,1646,2023,1220,2013,1778,2451,2352,1948,1969,2160,2168
Zm00001eb247890,3214,2800,3299,2298,2883,3193,4155,4378,3998,2194,2508,2602
Zm00001eb247920,0,0,0,2,21,9,0,0,5,5,17,8
Zm00001eb247900,35,55,48,41,41,39,76,71,31,37,50,51
Zm00001eb247910,461,419,472,453,652,548,784,570,461,350,367,457
Zm00001eb247980,2,7,9,7,0,3,18,12,3,0,4,15
Zm00001eb248000,0,3,6,0,0,0,3,0,0,14,3,0
Zm00001eb247950,0,0,0,0,0,0,0,0,5,0,0,0
Zm00001eb247930,49,62,92,43,82,46,111,107,154,46,86,114
Zm00001eb247940,54,44,57,48,43,45,53,80,122,26,61,37
Zm00001eb247960,59,58,96,34,108,77,117,87,122,62,65,89
Zm00001eb247970,21,13,58,12,61,33,36,78,13,35,32,23
Zm00001eb248020,96,66,94,51,53,75,130,197,136,86,124,202
Zm00001eb248030,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb248040,296,282,341,163,252,167,495,418,466,268,279,327
Zm00001eb248080,139,116,135,49,74,55,280,202,262,148,150,117
Zm00001eb248110,17,5,28,0,11,4,4,7,8,2,0,0
Zm00001eb248050,13,4,0,1,12,5,22,29,37,15,19,28
Zm00001eb248060,428,250,209,206,271,278,455,399,434,260,344,288
Zm00001eb248070,2197,1402,1629,1404,2490,1971,5050,5393,4292,3789,4018,4408
Zm00001eb248160,31,30,37,3,45,22,53,67,79,27,41,47
Zm00001eb248150,11648,12293,11332,13961,16696,15407,21134,14297,12730,6331,9494,13829
Zm00001eb248230,50,195,165,134,345,244,162,401,203,130,23,185
Zm00001eb248250,98,69,56,89,180,144,166,140,271,234,377,254
Zm00001eb248270,16,9,24,4,19,0,54,40,42,2,26,6
Zm00001eb248240,5825,4241,5471,4625,5656,7106,7270,6129,6568,3770,4710,4546
Zm00001eb248170,1759,2180,1556,1280,2058,953,2224,1271,1330,512,745,821
Zm00001eb248190,1020,965,1102,943,1609,1361,1105,1094,1180,1115,1369,1260
Zm00001eb248180,0,0,0,0,0,0,0,1,0,2,1,0
Zm00001eb248200,1673,1469,1665,1202,2113,1810,1892,1686,1975,1712,2136,2041
Zm00001eb248210,2686,2259,2730,2749,3854,3605,3464,2915,3753,2467,2902,3121
Zm00001eb248220,3397,2710,3134,2988,4391,3842,4833,3997,4683,3058,3971,3345
Zm00001eb248280,420,448,488,161,326,268,544,456,576,418,552,378
Zm00001eb248290,2051,1595,1836,1623,2505,1962,4012,3647,3528,2280,2579,2977
Zm00001eb248300,259,247,307,158,165,242,448,330,399,510,234,330
Zm00001eb248310,52,114,120,80,132,66,141,82,50,101,101,138
Zm00001eb248320,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb248340,83,24,51,37,76,59,164,142,189,61,79,125
Zm00001eb248350,103,63,66,98,165,99,192,191,267,146,250,311
Zm00001eb248330,1256,1005,1569,1292,1845,2029,1568,1439,1338,1394,1447,1272
Zm00001eb248370,59,11,12,26,24,14,64,67,62,35,46,35
Zm00001eb248390,21,2,10,4,0,0,0,0,35,0,12,34
Zm00001eb248380,21,2,13,9,29,73,104,78,35,68,16,34
Zm00001eb248430,2,2,2,0,7,0,2,2,3,4,6,0
Zm00001eb248360,15668,16330,11889,16705,21738,22669,25174,13301,17720,5429,7154,17416
Zm00001eb248440,311,298,249,274,524,558,566,382,468,291,459,539
Zm00001eb248470,0,0,0,0,0,0,11,0,0,7,0,0
Zm00001eb248510,353,350,338,154,304,124,485,411,411,116,278,247
Zm00001eb248450,3479,3875,3770,2904,3605,4629,5145,6550,4741,2758,2828,3523
Zm00001eb248460,298,285,172,339,379,334,536,201,181,238,176,217
Zm00001eb248530,198,86,131,47,142,88,2424,1723,2539,533,1281,628
Zm00001eb248520,5855,5986,5773,4813,5417,5617,15131,7457,8576,4769,4538,7344
Zm00001eb248550,0,0,0,8,4,0,0,4,0,4,0,0
Zm00001eb248570,0,0,0,0,1,0,6,3,3,0,0,0
Zm00001eb248560,19,0,11,0,16,9,394,159,135,82,61,20
Zm00001eb248540,158,60,154,47,256,137,10192,4412,7699,1883,3596,1342
Zm00001eb248600,0,10,0,6,23,15,12,9,0,4,7,8
Zm00001eb248580,1525,1026,1076,814,1359,1363,2016,2198,1980,1055,1222,1431
Zm00001eb248620,142,248,301,308,307,379,306,259,220,116,201,287
Zm00001eb248610,367,308,249,230,473,157,643,514,471,267,275,461
Zm00001eb248640,60,7,10,55,66,86,83,78,36,59,37,54
Zm00001eb248630,2317,2004,2464,2131,2885,3014,3397,3055,2181,3003,2433,2415
Zm00001eb248650,1547,1093,1757,1076,2357,1537,2086,2374,1999,1602,1739,1513
Zm00001eb248690,1108,1200,1253,172,243,179,2406,1271,1010,149,123,234
Zm00001eb248680,0,0,0,17,23,42,3,24,11,8,25,16
Zm00001eb248660,790,712,651,1129,1486,1420,1890,878,739,558,496,1322
Zm00001eb248670,1236,1211,1238,1774,2429,2359,2046,1542,1326,916,1401,1775
Zm00001eb248720,7,0,4,0,3,11,14,14,12,19,30,14
Zm00001eb248700,4266,3379,4157,3236,5720,4469,7005,5801,5692,5260,6106,5173
Zm00001eb248710,41,41,40,10,31,14,105,100,62,9,20,22
Zm00001eb248730,7274,4576,5422,5030,7724,6780,10549,10034,8870,5502,5412,6429
Zm00001eb248760,0,0,15,16,18,0,7,0,3,6,0,20
Zm00001eb248750,1359,737,1068,1191,1595,1302,4215,4061,2869,1413,1466,1260
Zm00001eb248780,586,441,668,312,525,422,1141,1073,709,260,315,555
Zm00001eb248800,28,22,95,3,17,4,100,79,41,32,11,21
Zm00001eb248810,29,22,29,45,62,35,60,31,44,30,42,39
Zm00001eb248820,47,27,38,36,87,22,131,36,99,48,25,40
Zm00001eb248830,23,16,5,14,10,9,28,25,29,16,9,13
Zm00001eb248840,524,691,714,436,779,826,600,602,794,551,671,511
Zm00001eb248850,14,24,17,16,19,20,48,35,14,25,11,11
Zm00001eb248860,5,9,21,4,0,4,8,31,7,6,4,3
Zm00001eb248880,67,38,50,154,144,210,103,60,0,46,31,126
Zm00001eb248890,0,12,0,0,69,132,57,20,34,25,80,226
Zm00001eb248870,14977,13325,16787,9663,12233,15525,9675,5998,6890,4850,5267,7833
Zm00001eb248900,84,28,37,42,111,103,2125,1889,1146,798,650,263
Zm00001eb248920,148,170,170,26,104,69,172,139,72,24,20,28
Zm00001eb248940,0,0,0,4,0,0,23,11,13,19,11,0
Zm00001eb248930,478,70,127,65,69,148,2829,1165,1665,1891,445,932
Zm00001eb248950,6875,7513,8185,5645,6991,8938,8361,6868,5908,3005,3990,4741
Zm00001eb248960,167,68,57,86,391,74,1536,889,2181,804,1089,347
Zm00001eb249010,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb248980,468,482,564,443,723,488,794,690,454,373,350,531
Zm00001eb248970,30,33,28,14,34,23,31,46,26,26,15,19
Zm00001eb249020,116,115,68,38,96,24,95,83,91,17,30,15
Zm00001eb249030,4,0,0,0,0,6,12,0,0,0,0,0
Zm00001eb249040,135,141,122,150,195,156,189,155,239,129,175,167
Zm00001eb249050,175,99,98,200,268,286,324,214,195,165,170,311
Zm00001eb249090,372,366,202,61,146,53,656,337,274,41,283,127
Zm00001eb249060,10050,14379,13003,13470,14069,12692,13010,6905,8339,5333,7834,8791
Zm00001eb249070,8,53,48,52,32,41,33,51,9,29,26,30
Zm00001eb249100,1201,726,1282,1137,1737,1074,1849,780,969,703,747,1647
Zm00001eb249120,63,79,68,38,187,162,388,101,96,310,233,301
Zm00001eb249140,0,0,0,0,2,0,3,0,0,0,1,0
Zm00001eb249130,1485,1185,1298,1213,1744,1578,3106,2286,2303,3148,2212,2574
Zm00001eb249150,4861,6137,6023,7274,8279,8829,4829,3467,3505,3061,3806,4582
Zm00001eb249190,39,0,10,0,4,8,536,197,38,292,22,60
Zm00001eb249200,19,9,5,19,21,16,101,32,101,36,55,139
Zm00001eb249210,26,0,0,0,0,0,14,0,14,19,16,26
Zm00001eb249160,25366,25214,21672,27707,34560,36761,32786,23109,25269,22024,24911,28409
Zm00001eb249220,2933,1820,2319,1860,3476,2628,3651,3665,4005,3379,3384,2985
Zm00001eb249240,1252,1158,1106,1267,1773,1835,1756,1339,1469,1160,1218,1609
Zm00001eb249230,682,567,633,3005,3181,3188,2554,1409,689,1100,1051,2541
Zm00001eb249250,336,156,154,185,306,337,571,473,592,218,370,328
Zm00001eb249260,224,231,288,261,324,376,298,265,232,273,344,279
Zm00001eb249270,2,2,13,3,5,4,30,35,17,2,1,2
Zm00001eb249280,46,24,62,102,289,205,236,212,336,136,201,175
Zm00001eb249290,104,50,70,255,247,285,560,220,312,125,91,295
Zm00001eb249320,280,22,89,95,98,75,1195,966,274,256,362,297
Zm00001eb249330,4168,2494,2338,4881,4594,3973,5935,4374,5243,3419,4402,5085
Zm00001eb249340,1308,983,1009,919,1587,1278,2099,1822,2140,1517,1602,1680
Zm00001eb249350,1752,1614,1534,1608,2326,1991,2445,1863,2490,1543,1777,2438
Zm00001eb249360,3303,1840,2926,2321,2845,3032,6708,6347,5645,4939,5482,3337
Zm00001eb249380,2520,1755,1910,1145,2042,1500,5293,4858,4882,1712,2890,2306
Zm00001eb249400,22,9,25,7,12,3,96,49,75,11,40,19
Zm00001eb249390,373,116,121,354,279,548,851,509,470,474,538,920
Zm00001eb249420,259,139,209,113,134,173,327,331,286,125,133,170
Zm00001eb249410,174,147,172,135,156,142,241,147,139,67,87,108
Zm00001eb249440,0,0,0,1,4,4,8,0,3,10,6,4
Zm00001eb249490,672,510,773,600,874,817,933,440,373,389,567,865
Zm00001eb249520,0,0,3,0,0,5,47,13,35,45,4,61
Zm00001eb249430,2112,1367,2820,1994,3212,3342,5247,4937,3797,4417,3957,3383
Zm00001eb249540,0,0,0,0,0,0,14,0,3,20,0,0
Zm00001eb249530,251,281,229,131,226,199,436,295,284,202,195,289
Zm00001eb249550,77,65,44,53,59,66,145,51,45,49,73,151
Zm00001eb249560,9,2,5,2,2,6,4,4,0,2,0,10
Zm00001eb249590,8,4,0,12,6,0,4,11,0,0,23,10
Zm00001eb249600,12,15,7,0,6,3,8,13,8,0,11,26
Zm00001eb249570,207,217,207,262,315,302,378,209,330,106,216,303
Zm00001eb249630,0,0,0,0,0,0,0,0,0,5,0,0
Zm00001eb249650,130,92,71,183,254,180,302,147,96,66,75,111
Zm00001eb249660,38,26,45,60,93,64,127,65,15,24,36,45
Zm00001eb249670,0,0,0,7,7,0,0,4,0,15,0,5
Zm00001eb249680,1538,1243,1377,1911,2947,2102,2594,1570,1937,1373,1716,1885
Zm00001eb249700,122,87,100,168,177,168,382,257,251,140,167,245
Zm00001eb249710,4,2,6,7,13,18,26,47,9,5,4,2
Zm00001eb249720,4,2,6,2,7,1,16,24,4,5,0,2
Zm00001eb249690,1542,1262,4385,4376,5798,10184,8185,7877,2140,3735,3504,3282
Zm00001eb249780,58,50,51,23,37,8,56,61,79,18,66,34
Zm00001eb249730,1491,1298,1490,1282,1792,1466,2836,2822,2293,1387,1583,1868
Zm00001eb249740,7,0,0,0,0,0,0,0,4,1,0,0
Zm00001eb249750,28,39,29,14,19,14,24,34,17,45,15,20
Zm00001eb249830,433,394,423,665,1152,840,931,795,889,737,891,846
Zm00001eb249840,128,93,220,96,140,187,279,306,268,116,237,246
Zm00001eb249860,0,0,0,0,22,0,54,34,20,10,18,0
Zm00001eb249850,40,61,71,79,72,158,40,35,0,8,29,60
Zm00001eb249920,3,3,4,5,10,12,29,12,15,4,7,8
Zm00001eb249910,740,501,611,606,1127,837,1077,1008,1237,690,769,919
Zm00001eb249930,30,23,4,12,24,0,76,91,110,15,49,50
Zm00001eb249900,6094,4171,5183,3926,7552,6051,9573,10325,9769,4702,7741,6342
Zm00001eb249960,48,4,4,0,11,15,34,59,85,6,12,4
Zm00001eb249980,4,0,0,33,15,19,16,9,0,39,0,13
Zm00001eb249990,43,27,37,0,52,51,81,63,22,4,17,44
Zm00001eb250000,43,27,37,71,52,51,81,63,22,4,17,44
Zm00001eb249970,2459,2313,2282,1848,2602,2405,2960,2298,2812,1662,2153,2217
Zm00001eb250030,345,378,596,94,83,79,350,110,153,78,97,142
Zm00001eb250040,4,0,0,0,8,0,0,0,0,8,24,20
Zm00001eb250060,8,8,0,0,0,0,33,42,12,4,4,12
Zm00001eb250050,302,370,364,368,397,515,372,350,413,188,226,379
Zm00001eb249940,18972,3578,4568,3663,6209,5599,49351,47282,47158,33643,25820,29206
Zm00001eb249950,3620,2616,2972,2506,2591,2942,3284,2654,2260,1719,2402,2820
Zm00001eb250070,890,710,994,663,988,1094,2616,1445,1379,2768,2603,2237
Zm00001eb250080,89,72,66,38,105,90,90,55,48,52,52,31
Zm00001eb250100,409,226,286,161,278,316,755,824,581,335,446,644
Zm00001eb250110,37,34,24,13,21,21,183,193,33,17,4,5
Zm00001eb250140,318,264,312,368,467,455,429,401,407,387,345,469
Zm00001eb250160,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb250150,374,297,224,356,379,465,565,378,216,95,81,413
Zm00001eb250180,143,69,57,126,287,141,430,183,262,162,286,379
Zm00001eb250120,2903,728,1009,1135,1221,1628,38563,23894,6073,18755,3629,7266
Zm00001eb250190,989,335,540,519,1315,671,2712,1784,2538,2089,1878,3229
Zm00001eb250220,501,374,288,291,422,218,691,594,494,241,237,365
Zm00001eb250230,10,4,8,35,14,29,130,125,36,110,97,47
Zm00001eb250210,21021,17528,20581,21131,30288,22532,38532,26974,26599,17611,20506,27471
Zm00001eb250270,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb250240,4820,2678,3899,3205,5617,3875,5886,5453,6174,2572,3190,4357
Zm00001eb250260,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb250250,6,6,2,17,18,5,9,9,15,18,17,17
Zm00001eb250300,696,475,508,398,710,590,927,891,690,593,660,907
Zm00001eb250320,19,0,0,0,0,6,27,0,31,42,4,20
Zm00001eb250310,1590,1221,1344,729,1523,1157,2598,2140,2373,888,1473,1551
Zm00001eb250340,0,0,0,0,4,5,5,10,15,4,0,0
Zm00001eb250330,3175,2053,2303,2097,3377,2396,5411,4712,4693,2964,3362,4185
Zm00001eb250370,225,314,513,89,86,175,450,563,360,232,127,210
Zm00001eb250380,949,447,589,545,912,589,1655,1699,1269,717,804,700
Zm00001eb250390,867,927,1113,1415,2412,2108,2018,1255,1485,1450,1413,1925
Zm00001eb250400,135,238,178,203,241,241,170,125,148,173,155,157
Zm00001eb250470,0,0,14,0,28,6,8,0,4,4,0,8
Zm00001eb250510,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb250520,15,10,11,0,11,3,30,42,8,15,0,9
Zm00001eb250480,4458,3494,3960,4752,7322,5837,5498,4652,4957,3585,4926,4963
Zm00001eb250530,0,0,30,0,0,0,7,0,0,0,0,0
Zm00001eb250540,23,20,30,942,1063,1181,1734,1086,54,703,454,818
Zm00001eb250560,64,66,111,344,386,414,705,301,11,634,424,568
Zm00001eb250570,37,39,52,36,27,25,65,50,33,80,36,34
Zm00001eb250580,2005,1398,1847,1537,2284,2164,3070,2792,2957,1903,2348,2261
Zm00001eb250620,0,0,0,0,0,0,23,13,0,7,4,0
Zm00001eb250630,8,22,11,26,8,0,65,35,18,16,14,28
Zm00001eb250610,1065,747,883,1112,1501,1205,2062,1641,1617,1369,1574,1953
Zm00001eb250590,5291,4920,6980,7286,6148,4929,13190,9411,6436,5602,8588,8627
Zm00001eb250600,139,249,178,1317,1477,838,354,240,133,379,706,1245
Zm00001eb250640,561,309,297,179,253,231,541,637,762,278,252,243
Zm00001eb250650,12,4,8,64,38,38,471,264,124,169,231,129
Zm00001eb250690,10,4,4,510,459,992,292,105,60,235,161,403
Zm00001eb250660,176,70,74,100,108,77,471,573,349,177,263,271
Zm00001eb250670,1418,1035,1077,983,1670,1551,3462,1536,1845,1073,1278,1895
Zm00001eb250700,269,120,118,98,224,133,1134,901,831,215,281,359
Zm00001eb250730,12,0,8,13,62,15,48,22,21,13,36,3
Zm00001eb250740,721,477,464,589,927,568,1328,1009,1005,352,599,746
Zm00001eb250750,83,35,37,41,105,74,113,105,126,98,132,205
Zm00001eb250760,139,224,181,151,213,187,293,327,158,169,162,230
Zm00001eb250770,121,75,41,145,190,152,319,145,189,159,97,340
Zm00001eb250780,594,670,631,924,1419,1521,748,388,367,675,905,1622
Zm00001eb250790,9312,7262,5344,6186,7408,7522,11984,8203,9521,2645,4536,6186
Zm00001eb250800,2279,4494,2100,989,1394,636,3145,1991,3029,1093,1608,1173
Zm00001eb250810,197,76,206,81,114,55,417,329,438,186,177,214
Zm00001eb250830,347,313,184,22,97,10,548,270,581,97,56,37
Zm00001eb250840,61,137,142,52,77,58,117,48,66,47,53,62
Zm00001eb250920,4,2,7,6,47,15,0,6,8,7,29,14
Zm00001eb250910,811,286,602,407,733,471,1840,1464,1310,911,862,884
Zm00001eb250930,12,10,7,13,31,31,34,38,18,15,7,24
Zm00001eb250940,40,21,28,327,340,479,431,136,145,174,257,304
Zm00001eb250950,12,5,8,105,101,126,169,30,32,40,90,55
Zm00001eb250960,226,96,185,68,44,72,908,297,293,164,98,103
Zm00001eb250970,21,0,4,10,13,12,42,21,31,20,23,31
Zm00001eb250980,4,0,0,0,0,0,4,4,0,10,3,0
Zm00001eb250990,27,0,19,8,39,0,112,42,155,39,57,22
Zm00001eb251000,0,0,0,0,0,0,0,0,0,2,0,0
Zm00001eb251010,956,842,587,515,666,604,2600,1480,1490,766,1039,955
Zm00001eb251020,0,0,0,8,5,0,5,18,5,5,0,0
Zm00001eb251030,149,65,137,70,117,78,293,391,332,91,166,121
Zm00001eb251040,44,39,30,59,71,36,197,102,89,18,21,53
Zm00001eb251050,646,537,546,437,738,559,826,888,1039,587,732,558
Zm00001eb251070,257,276,276,97,95,62,670,281,583,112,162,166
Zm00001eb251080,0,9,18,12,1,19,27,10,8,7,0,2
Zm00001eb251060,597,599,563,588,889,758,1261,1079,1214,767,1005,1041
Zm00001eb251130,1162,1623,983,963,1519,1934,789,479,269,265,727,461
Zm00001eb251100,2480,2117,2812,1892,2554,2512,3682,4052,3543,1916,2690,2586
Zm00001eb251110,8,3,4,6,10,11,18,4,2,0,7,24
Zm00001eb251090,797,552,567,331,641,321,1124,656,985,205,335,456
Zm00001eb251150,91,81,35,118,87,106,51,92,32,138,18,34
Zm00001eb251170,155,159,115,147,168,229,178,130,114,31,77,217
Zm00001eb251160,259,182,189,325,427,426,488,338,380,235,260,343
Zm00001eb251180,3856,2727,3006,2694,4992,4004,5238,4936,5539,3609,4674,3981
Zm00001eb251200,135,123,119,53,69,90,139,105,211,28,53,95
Zm00001eb251190,2904,1715,2179,1813,2707,3189,3379,2490,3172,1699,2535,2982
Zm00001eb251210,238,90,167,90,120,56,554,366,408,211,286,361
Zm00001eb251250,23,14,35,16,18,40,80,42,58,25,25,28
Zm00001eb251220,95,30,25,112,369,115,232,239,392,295,346,701
Zm00001eb251230,1108,365,375,276,547,360,2620,1786,4118,986,1080,1862
Zm00001eb251260,78,117,85,159,325,227,153,145,100,114,99,182
Zm00001eb251270,230,290,276,123,173,148,348,258,206,87,106,118
Zm00001eb251280,1430,1573,1752,619,765,888,2013,1508,1272,489,559,516
Zm00001eb251290,156,99,85,88,122,143,518,496,262,319,219,133
Zm00001eb251300,1830,1956,1932,1092,1931,1731,1717,1257,1830,922,1209,1300
Zm00001eb251310,886,485,619,465,934,628,1404,1301,1118,694,688,877
Zm00001eb251320,99,102,90,82,152,139,148,134,168,92,82,98
Zm00001eb251340,0,0,5,5,5,0,14,11,5,5,3,0
Zm00001eb251360,0,0,6,0,0,0,0,0,2,0,0,0
Zm00001eb251350,25,0,7,24,0,24,36,35,26,20,11,22
Zm00001eb251370,355,74,259,2825,4750,4032,2526,921,433,5082,7229,7408
Zm00001eb251380,360,203,430,451,532,516,1776,1559,880,851,779,707
Zm00001eb251390,22,23,25,24,48,17,34,23,12,87,138,85
Zm00001eb251400,325,239,207,117,391,218,366,433,525,237,351,372
Zm00001eb251490,63,56,63,67,87,52,142,122,204,52,209,127
Zm00001eb251410,7503,4341,6520,4858,8133,7301,11158,10336,11427,9258,9659,7442
Zm00001eb251420,2957,3227,2799,3323,3674,3440,4528,2658,2994,1402,2028,3561
Zm00001eb251430,12,2,18,2,19,23,13,10,5,3,6,2
Zm00001eb251440,13,17,6,29,23,12,3,13,10,4,10,11
Zm00001eb251450,1,5,5,8,10,12,6,11,2,3,3,7
Zm00001eb251460,3,4,5,7,22,8,4,11,0,4,3,1
Zm00001eb251470,0,7,14,13,20,17,9,15,2,12,15,18
Zm00001eb251480,3,5,6,5,2,4,4,3,5,2,2,5
Zm00001eb251510,137,64,34,38,306,75,165,79,284,35,214,100
Zm00001eb251500,2405,2218,2249,1888,3003,2907,2840,2094,3327,2109,3366,3193
Zm00001eb251530,0,0,0,0,0,0,7,0,0,4,0,0
Zm00001eb251550,25,19,37,14,44,8,30,36,31,10,20,23
Zm00001eb251560,152,317,52,130,229,41,109,92,128,121,308,329
Zm00001eb251590,0,0,0,0,0,0,0,0,0,4,0,0
Zm00001eb251610,114,50,58,183,25,74,128,0,335,0,321,160
Zm00001eb251600,128,61,64,0,102,78,140,246,0,175,0,169
Zm00001eb251620,31,16,21,27,56,52,57,44,49,46,73,84
Zm00001eb251580,1392,1116,1885,1578,2758,2407,2458,2496,2060,2862,2946,2699
Zm00001eb251640,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb251630,1316,875,867,714,1026,930,1785,1941,1403,1440,1043,1177
Zm00001eb251670,780,898,793,1274,1518,1956,764,577,433,1264,1539,2012
